	Data Name	Data Comment	Group Traits	Instrument Name	Variation	Serial No.	Firmware Version	Timestamp	Calibrated Date	Measurement Type	Geometry	Specular Component	Measurement Area	UV Setting	Observer	Illuminant 1	Illuminant 2	L*(D65)	a*(D65)	b*(D65)	C*(D65)	h(D65)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
    46 	b.084_CAL02-C07_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:55:15 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	73,63	-28,65	-24,16	37,47	220,14	0,00	0,00	0,00	0,00	30,35	43,11	59,00	68,72	72,97	74,59	75,24	75,70	74,77	73,24	70,90	68,09	64,30	59,66	54,37	48,16	41,93	36,13	30,17	24,70	20,09	17,08	15,48	14,68	13,96	13,52	14,14	15,67	18,72	23,12	28,70	34,72	41,30	47,86	55,05
    46 	b.084_CAL02-C07_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:55:15 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	70,44	-31,30	-25,61	40,44	219,29	0,00	0,00	0,00	0,00	25,40	38,19	54,13	63,90	68,20	69,86	70,54	71,04	70,13	68,62	66,29	63,46	59,63	54,97	49,65	43,42	37,16	31,33	25,35	19,84	15,22	12,21	10,61	9,82	9,12	8,70	9,35	10,93	14,02	18,47	24,10	30,18	36,80	43,39	50,62
    47 	b.085_CAL02-C08_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:55:28 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	68,42	-31,79	-28,11	42,43	221,49	0,00	0,00	0,00	0,00	26,96	37,94	52,25	61,87	66,77	68,92	69,87	70,37	69,41	67,67	65,02	61,56	57,22	51,99	46,00	39,33	32,78	27,00	21,45	16,46	12,51	10,32	9,31	9,01	8,57	8,38	8,85	9,93	12,03	15,49	20,06	25,40	31,64	38,12	45,55
    47 	b.085_CAL02-C08_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:55:28 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	64,57	-35,64	-30,18	46,70	220,26	0,00	0,00	0,00	0,00	21,65	32,68	47,04	56,72	61,69	63,88	64,87	65,42	64,47	62,75	60,10	56,63	52,25	46,99	40,98	34,29	27,70	21,90	16,33	11,33	7,37	5,18	4,18	3,90	3,48	3,32	3,83	4,95	7,10	10,61	15,24	20,63	26,92	33,43	40,90
    48 	b.086_CAL02-C09_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:55:41 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	65,52	-32,81	-29,89	44,38	222,34	0,00	0,00	0,00	0,00	25,12	35,09	48,32	57,76	62,85	65,31	66,63	67,06	66,24	64,34	61,51	57,71	53,19	47,64	41,45	34,69	28,16	22,63	17,31	12,83	9,53	7,81	7,13	6,99	6,71	6,69	7,06	7,86	9,44	12,29	16,29	21,09	26,86	33,13	40,62
    48 	b.086_CAL02-C09_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:55:41 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	61,38	-37,27	-32,31	49,32	220,92	0,00	0,00	0,00	0,00	19,90	29,90	43,18	52,68	57,82	60,32	61,66	62,13	61,32	59,43	56,61	52,78	48,23	42,66	36,44	29,65	23,10	17,55	12,22	7,72	4,42	2,70	2,03	1,91	1,65	1,66	2,06	2,92	4,54	7,43	11,50	16,36	22,18	28,51	36,04
    49 	b.087_CAL02-C10_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:55:56 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	63,74	-32,85	-30,88	45,09	223,23	0,00	0,00	0,00	0,00	23,89	33,36	45,89	55,13	60,54	63,05	64,48	65,11	64,13	62,04	59,13	55,34	50,50	44,91	38,53	31,86	25,64	20,18	15,15	11,04	8,16	6,79	6,31	6,19	6,06	6,02	6,29	6,94	8,38	10,85	14,33	18,79	24,26	30,31	37,73
    49 	b.087_CAL02-C10_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:55:56 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	59,39	-37,69	-33,51	50,43	221,64	0,00	0,00	0,00	0,00	18,67	28,17	40,74	50,03	55,48	58,03	59,49	60,16	59,20	57,13	54,21	50,40	45,54	39,92	33,52	26,83	20,59	15,10	10,06	5,94	3,06	1,70	1,22	1,12	1,01	1,00	1,31	2,00	3,48	5,99	9,52	14,03	19,55	25,63	33,09
    50 	b.088_CAL02-C11_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:56:17 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	63,05	-32,85	-31,33	45,40	223,64	0,00	0,00	0,00	0,00	23,39	32,66	44,98	54,16	59,68	62,40	63,79	64,32	63,39	61,45	58,21	54,34	49,53	43,81	37,50	30,80	24,59	19,27	14,37	10,38	7,67	6,39	5,97	5,88	5,78	5,75	6,09	6,61	7,90	10,18	13,65	17,94	23,26	29,23	36,58
    50 	b.088_CAL02-C11_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:56:17 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	59,39	-36,95	-33,61	49,95	222,29	0,00	0,00	0,00	0,00	19,05	28,35	40,71	49,94	55,50	58,26	59,67	60,23	59,31	57,37	54,14	50,24	45,40	39,66	33,32	26,60	20,36	15,02	10,10	6,09	3,38	2,10	1,69	1,61	1,52	1,51	1,88	2,43	3,76	6,08	9,59	13,92	19,28	25,29	32,66
    51 	r.078_CAL02-M01_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:56:59 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	92,69	0,75	-3,88	3,96	280,99	0,00	0,00	0,00	0,00	40,09	59,07	79,99	89,21	91,13	90,14	89,38	88,99	87,93	86,51	85,27	84,14	82,87	81,62	80,92	80,37	80,03	80,02	80,01	80,64	81,19	81,98	82,65	83,44	84,60	85,68	87,22	88,57	90,19	91,58	92,51	93,24	93,78	94,39	94,60
    51 	r.078_CAL02-M01_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:56:59 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	90,59	0,83	-3,86	3,94	282,15	0,00	0,00	0,00	0,00	34,89	53,92	74,89	84,18	86,17	85,22	84,51	84,17	83,13	81,74	80,51	79,39	78,13	76,88	76,20	75,66	75,34	75,36	75,37	76,04	76,62	77,44	78,14	78,96	80,16	81,27	82,85	84,21	85,86	87,27	88,23	88,97	89,54	90,15	90,36
    52 	r.079_CAL02-M02_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:57:14 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	89,45	5,99	-7,87	9,89	307,26	0,00	0,00	0,00	0,00	39,52	57,99	78,82	88,45	90,07	88,53	87,39	85,83	83,80	81,14	78,51	75,68	73,43	71,53	70,20	69,40	69,60	71,20	73,47	75,98	78,20	80,14	81,52	82,73	84,09	85,40	86,91	88,33	89,98	91,49	92,41	93,12	93,80	94,29	94,51
    52 	r.079_CAL02-M02_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:57:14 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	87,20	6,32	-8,05	10,23	308,15	0,00	0,00	0,00	0,00	34,36	52,87	73,76	83,46	85,12	83,64	82,55	81,03	79,01	76,37	73,75	70,92	68,65	66,76	65,44	64,66	64,88	66,51	68,80	71,35	73,62	75,61	77,02	78,27	79,68	81,02	82,56	84,02	85,70	87,22	88,16	88,89	89,59	90,09	90,30
    53 	r.080_CAL02-M03_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:57:29 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	84,22	14,32	-13,96	20,00	315,74	0,00	0,00	0,00	0,00	39,18	57,28	77,59	86,50	87,70	85,65	83,26	80,44	76,50	72,15	67,47	62,97	59,57	56,99	55,24	54,26	55,14	58,25	62,89	68,30	73,04	76,61	79,27	81,29	83,15	84,76	86,47	88,06	89,82	91,19	92,26	93,03	93,67	94,24	94,51
    53 	r.080_CAL02-M03_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:57:29 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	81,66	15,17	-14,49	20,97	316,32	0,00	0,00	0,00	0,00	33,96	52,10	72,46	81,44	82,70	80,70	78,34	75,56	71,62	67,27	62,61	58,10	54,67	52,08	50,35	49,38	50,29	53,43	58,12	63,57	68,37	72,01	74,72	76,78	78,70	80,36	82,10	83,74	85,53	86,92	88,02	88,82	89,48	90,05	90,33
    54 	r.081_CAL02-M04_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:57:43 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	78,28	22,83	-19,44	29,99	319,59	0,00	0,00	0,00	0,00	38,14	55,56	74,55	82,75	83,04	80,38	76,62	72,45	67,01	61,16	55,47	50,00	46,26	43,41	41,59	40,76	41,83	45,67	51,88	59,24	66,02	71,56	75,76	78,78	81,18	83,13	85,02	86,57	88,31	89,68	90,57	91,24	91,91	92,45	92,67
    54 	r.081_CAL02-M04_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:57:43 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	75,34	24,37	-20,42	31,79	320,04	0,00	0,00	0,00	0,00	32,98	50,43	69,47	77,73	78,05	75,43	71,69	67,54	62,11	56,25	50,55	45,06	41,30	38,44	36,63	35,82	36,91	40,79	47,04	54,46	61,31	66,90	71,16	74,23	76,69	78,69	80,63	82,21	83,98	85,38	86,30	86,98	87,68	88,22	88,45
    55 	r.082_CAL02-M05_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:57:56 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	72,96	30,90	-24,58	39,48	321,49	0,00	0,00	0,00	0,00	37,07	53,90	71,98	79,77	79,65	76,06	71,28	65,81	59,06	52,23	45,58	39,65	35,65	32,98	31,21	30,53	31,69	35,74	42,67	51,24	59,73	67,07	72,57	76,78	80,06	82,71	84,90	86,98	88,89	90,63	91,66	92,62	93,26	93,88	94,28
    55 	r.082_CAL02-M05_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:57:56 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	69,91	33,05	-26,04	42,07	321,76	0,00	0,00	0,00	0,00	32,55	49,40	67,52	75,34	75,23	71,66	66,88	61,40	54,63	47,77	41,09	35,13	31,11	28,41	26,64	25,95	27,13	31,21	38,17	46,79	55,34	62,74	68,30	72,56	75,89	78,58	80,82	82,93	84,86	86,62	87,66	88,65	89,30	89,93	90,34
    56 	r.083_CAL02-M06_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:58:09 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	67,83	37,85	-28,25	47,23	323,27	0,00	0,00	0,00	0,00	36,49	52,17	69,05	75,46	74,48	70,15	64,54	58,15	50,80	43,60	36,92	30,88	27,17	24,82	23,33	22,67	23,77	27,69	34,82	43,84	53,39	62,01	68,99	74,20	78,13	81,40	83,93	86,14	88,32	89,91	91,24	92,26	92,79	93,58	93,90
    56 	r.083_CAL02-M06_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:58:09 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	63,98	41,23	-30,26	51,15	323,73	0,00	0,00	0,00	0,00	31,26	46,97	63,90	70,36	69,42	65,13	59,53	53,17	45,81	38,60	31,91	25,85	22,11	19,76	18,27	17,62	18,73	22,69	29,87	38,95	48,57	57,27	64,32	69,59	73,60	76,94	79,52	81,78	83,99	85,62	86,99	88,03	88,59	89,38	89,72
    57 	r.084_CAL02-M07_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:58:23 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	61,64	45,82	-32,53	56,19	324,62	0,00	0,00	0,00	0,00	34,75	48,96	64,32	70,19	68,60	63,35	56,78	49,63	41,69	34,13	27,73	21,98	18,75	16,76	15,62	15,25	16,13	19,60	26,14	35,25	45,57	55,25	63,72	70,33	75,44	79,32	82,60	85,11	87,39	89,35	90,68	91,70	92,51	93,18	93,60
    57 	r.084_CAL02-M07_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:58:23 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	57,01	50,87	-35,40	61,98	325,17	0,00	0,00	0,00	0,00	29,42	43,66	59,08	64,99	63,45	58,24	51,68	44,55	36,61	29,05	22,64	16,87	13,62	11,62	10,48	10,12	11,02	14,52	21,10	30,27	40,67	50,42	58,97	65,65	70,84	74,79	78,14	80,70	83,04	85,02	86,38	87,43	88,25	88,93	89,35
    58 	r.085_CAL02-M08_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:58:38 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	54,40	54,02	-36,54	65,22	325,93	0,00	0,00	0,00	0,00	32,30	44,79	58,24	63,04	60,83	54,92	47,53	39,67	31,51	24,31	18,35	13,65	11,25	9,94	9,34	9,05	9,72	12,13	17,55	25,89	36,15	46,83	56,62	64,74	71,15	76,14	79,87	82,97	85,62	87,82	89,40	90,66	91,47	92,29	92,81
    58 	r.085_CAL02-M08_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:58:38 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	48,61	61,84	-40,81	74,09	326,58	0,00	0,00	0,00	0,00	26,99	39,51	53,00	57,84	55,67	49,79	42,42	34,58	26,41	19,21	13,25	8,53	6,11	4,79	4,18	3,90	4,58	7,02	12,46	20,86	31,19	41,94	51,81	60,00	66,50	71,56	75,36	78,53	81,23	83,46	85,08	86,39	87,23	88,06	88,59
    59 	r.086_CAL02-M09_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:58:52 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	50,45	57,31	-37,77	68,63	326,61	0,00	0,00	0,00	0,00	30,35	41,96	54,21	58,39	55,76	49,65	41,89	34,06	26,08	19,34	14,08	10,12	8,23	7,44	7,06	6,91	7,26	9,10	13,49	20,99	30,99	41,77	52,10	60,80	67,81	73,21	77,29	80,59	83,63	86,09	87,84	89,21	90,25	91,25	91,83
    59 	r.086_CAL02-M09_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:58:52 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	43,77	67,25	-43,09	79,88	327,35	0,00	0,00	0,00	0,00	25,04	36,67	48,95	53,17	50,57	44,49	36,74	28,93	20,95	14,20	8,95	4,97	3,05	2,25	1,86	1,71	2,07	3,94	8,35	15,91	25,96	36,82	47,22	56,00	63,10	68,57	72,73	76,10	79,18	81,70	83,47	84,89	85,96	86,97	87,57
    60 	r.087_CAL02-M10_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:59:09 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	48,43	58,44	-38,45	69,96	326,66	0,00	0,00	0,00	0,00	29,74	40,84	52,25	56,24	53,29	47,11	39,30	31,31	23,48	16,95	12,14	8,57	7,11	6,47	6,16	6,06	6,38	7,91	11,75	18,66	28,21	38,89	49,29	58,11	65,08	70,47	74,62	78,07	81,12	84,04	86,00	87,61	88,94	89,99	90,77
    60 	r.087_CAL02-M10_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:59:09 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	41,22	69,64	-44,40	82,59	327,48	0,00	0,00	0,00	0,00	24,35	35,48	46,93	50,95	48,04	41,90	34,12	26,14	18,33	11,81	6,99	3,40	1,93	1,27	0,95	0,85	1,17	2,72	6,60	13,55	23,15	33,91	44,37	53,26	60,32	65,79	70,01	73,52	76,64	79,59	81,59	83,25	84,61	85,68	86,47
    61 	r.088_CAL02-M11_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:59:25 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	47,93	58,58	-38,67	70,19	326,57	0,00	0,00	0,00	0,00	29,65	40,45	51,76	55,74	52,84	46,54	38,67	30,67	22,86	16,40	11,69	8,23	6,85	6,26	6,00	5,89	6,23	7,69	11,34	18,11	27,57	38,11	48,48	57,11	64,00	69,31	73,49	76,89	80,30	83,22	85,42	87,19	88,62	89,90	90,65
    61 	r.088_CAL02-M11_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:59:25 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	40,69	69,89	-44,70	82,97	327,40	0,00	0,00	0,00	0,00	24,38	35,20	46,54	50,56	47,68	41,42	33,55	25,58	17,78	11,32	6,61	3,13	1,74	1,14	0,87	0,75	1,11	2,58	6,26	13,07	22,57	33,18	43,61	52,32	59,27	64,66	68,91	72,37	75,86	78,82	81,06	82,88	84,35	85,64	86,41
    62 	y.078_CAL02-Y01_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 12:00:03 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	93,12	-1,10	0,19	1,12	170,28	0,00	0,00	0,00	0,00	39,08	56,94	76,01	83,95	85,57	84,46	84,25	84,85	85,08	85,15	85,12	84,86	84,39	83,87	83,45	82,88	82,45	82,11	81,57	81,46	81,82	82,31	82,88	83,59	84,59	85,82	87,11	88,60	90,05	91,45	92,43	93,13	93,63	94,28	94,58
    62 	y.078_CAL02-Y01_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 12:00:03 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	91,13	-1,13	0,36	1,18	162,21	0,00	0,00	0,00	0,00	34,14	52,05	71,17	79,17	80,84	79,78	79,60	80,25	80,50	80,61	80,59	80,34	79,87	79,36	78,96	78,40	77,98	77,66	77,13	77,03	77,42	77,94	78,53	79,27	80,30	81,55	82,88	84,39	85,87	87,30	88,30	89,02	89,54	90,21	90,51
    63 	y.079_CAL02-Y02_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 12:00:20 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	92,10	-2,38	8,98	9,29	104,85	0,00	0,00	0,00	0,00	36,48	50,59	64,54	69,58	69,94	69,09	69,57	71,99	74,82	77,32	79,44	81,20	81,90	82,22	82,30	82,04	81,79	81,62	81,28	81,27	81,63	82,09	82,72	83,48	84,52	85,62	87,00	88,44	89,89	91,25	92,23	93,02	93,50	94,06	94,35
    63 	y.079_CAL02-Y02_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 12:00:20 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	90,02	-2,44	9,63	9,93	104,19	0,00	0,00	0,00	0,00	31,31	45,46	59,46	64,57	64,99	64,19	64,71	67,19	70,04	72,59	74,74	76,52	77,23	77,56	77,68	77,44	77,21	77,07	76,75	76,76	77,15	77,64	78,30	79,10	80,17	81,30	82,72	84,18	85,67	87,05	88,05	88,86	89,35	89,92	90,21
    64 	y.080_CAL02-Y03_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 12:00:38 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	90,64	-3,12	20,09	20,33	98,82	0,00	0,00	0,00	0,00	32,16	41,99	51,08	53,52	53,09	52,41	53,52	57,04	61,91	66,96	71,52	75,54	77,82	79,35	80,32	80,61	80,71	80,78	80,63	80,65	81,05	81,77	82,48	83,21	84,19	85,32	86,76	88,00	89,54	91,10	91,90	92,78	93,35	93,93	94,21
    64 	y.080_CAL02-Y03_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 12:00:38 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	88,52	-3,20	21,42	21,66	98,49	0,00	0,00	0,00	0,00	27,11	36,96	46,09	48,57	48,18	47,53	48,67	52,25	57,15	62,25	66,84	70,89	73,20	74,74	75,74	76,07	76,19	76,29	76,17	76,21	76,64	77,38	78,12	78,88	79,88	81,03	82,51	83,76	85,32	86,91	87,73	88,63	89,21	89,81	90,09
    65 	y.081_CAL02-Y04_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 12:00:54 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	89,00	-2,86	31,93	32,06	95,11	0,00	0,00	0,00	0,00	27,47	33,72	38,64	39,23	38,29	37,88	39,23	43,32	49,34	55,95	62,37	68,66	72,92	75,77	77,69	78,70	79,23	79,70	79,86	80,27	80,73	81,46	82,10	82,85	83,91	85,06	86,52	87,82	89,39	90,88	91,83	92,62	93,22	93,83	94,08
    65 	y.081_CAL02-Y04_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 12:00:54 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	86,76	-2,91	34,34	34,47	94,85	0,00	0,00	0,00	0,00	22,28	28,55	33,50	34,13	33,23	32,85	34,23	38,38	44,45	51,11	57,57	63,89	68,18	71,06	73,02	74,06	74,63	75,13	75,31	75,75	76,27	77,01	77,69	78,47	79,57	80,75	82,23	83,56	85,15	86,66	87,63	88,44	89,05	89,68	89,93
    66 	y.082_CAL02-Y05_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 12:01:09 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	87,32	-1,76	42,38	42,41	92,37	0,00	0,00	0,00	0,00	23,31	26,78	29,10	28,69	27,70	27,27	28,64	32,84	39,03	46,51	53,98	61,73	67,53	71,75	74,65	76,32	77,44	78,36	78,80	79,44	80,09	80,88	81,55	82,38	83,47	84,67	86,01	87,32	88,90	90,30	91,33	92,11	92,68	93,28	93,63
    66 	y.082_CAL02-Y05_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 12:01:09 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	84,95	-1,75	46,14	46,17	92,17	0,00	0,00	0,00	0,00	18,04	21,53	23,88	23,50	22,55	22,15	23,54	27,80	34,02	41,56	49,05	56,84	62,67	66,93	69,88	71,58	72,74	73,69	74,16	74,84	75,53	76,35	77,06	77,91	79,04	80,27	81,65	82,99	84,60	86,01	87,07	87,86	88,46	89,08	89,43
    67 	y.082_CAL02-Y06_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 12:01:24 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	85,68	-0,15	51,63	51,63	90,17	0,00	0,00	0,00	0,00	19,40	21,17	21,98	20,99	19,91	19,64	20,96	24,73	30,84	38,49	46,49	55,33	62,19	67,59	71,34	73,79	75,45	76,74	77,70	78,54	79,29	80,16	80,98	81,85	82,77	83,95	85,32	86,66	88,15	89,44	90,44	91,21	91,89	92,45	92,86
    67 	y.082_CAL02-Y06_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 12:01:24 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	83,29	-0,04	56,80	56,80	90,04	0,00	0,00	0,00	0,00	14,31	16,11	16,95	15,98	14,95	14,70	16,04	19,84	25,98	33,66	41,69	50,55	57,44	62,87	66,66	69,16	70,85	72,19	73,17	74,06	74,85	75,74	76,60	77,49	78,45	79,66	81,06	82,41	83,93	85,24	86,27	87,06	87,76	88,33	88,76
    68 	y.084_CAL02-Y07_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 12:01:39 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	83,69	2,27	61,54	61,58	87,88	0,00	0,00	0,00	0,00	15,39	15,83	15,37	14,18	13,29	13,09	14,19	17,39	22,95	30,30	38,66	48,04	56,02	62,47	67,10	70,29	72,60	74,60	75,90	77,15	78,24	79,20	80,02	80,98	82,05	83,31	84,66	86,04	87,59	89,14	90,09	90,91	91,60	92,29	92,70
    68 	y.084_CAL02-Y07_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 12:01:39 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	81,27	2,52	69,05	69,10	87,91	0,00	0,00	0,00	0,00	10,53	10,98	10,52	9,35	8,48	8,28	9,40	12,63	18,21	25,59	33,96	43,37	51,39	57,85	62,53	65,76	68,11	70,15	71,48	72,76	73,89	74,89	75,75	76,73	77,84	79,13	80,50	81,90	83,47	85,04	86,01	86,85	87,56	88,26	88,67
