	Data Name	Data Comment	Group Traits	Instrument Name	Variation	Serial No.	Firmware Version	Timestamp	Calibrated Date	Measurement Type	Geometry	Specular Component	Measurement Area	UV Setting	Observer	Illuminant 1	Illuminant 2	L*(D65)	a*(D65)	b*(D65)	C*(D65)	h(D65)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
    23 	b.203_BW3-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:37:16 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	32,63	5,72	-46,06	46,41	277,07	0,00	0,00	0,00	0,00	14,32	17,19	21,15	25,60	29,26	31,22	31,13	29,33	25,93	21,71	17,22	12,66	9,10	6,29	4,39	3,17	2,54	2,21	2,03	1,98	2,02	2,30	2,88	3,88	5,38	7,39	9,93	12,99	16,87	21,29	26,94	33,09	40,40	47,95	56,60
    24 	b.204_BW3-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:37:28 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,29	5,08	-43,87	44,16	276,61	0,00	0,00	0,00	0,00	14,50	17,44	21,45	25,98	29,60	31,58	31,63	29,80	26,51	22,36	17,90	13,34	9,85	7,07	5,21	4,00	3,39	3,08	2,91	2,86	2,92	3,13	3,70	4,66	6,12	8,06	10,46	13,55	17,29	21,77	27,28	33,40	40,64	48,16	56,69
    24 	b.204_BW3-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:37:28 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,24	5,10	-45,60	45,89	276,38	0,00	0,00	0,00	0,00	14,61	17,48	21,45	25,98	29,59	31,56	31,57	29,71	26,36	22,17	17,70	13,10	9,54	6,67	4,71	3,42	2,74	2,37	2,17	2,10	2,17	2,42	3,04	4,08	5,64	7,69	10,21	13,40	17,24	21,80	27,36	33,53	40,80	48,35	56,88
    25 	b.205_BW4-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:38:02 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,18	-6,99	-28,95	29,78	256,42	0,00	0,00	0,00	0,00	16,55	17,86	18,86	19,92	21,12	22,37	22,76	22,09	20,87	19,44	17,50	15,11	12,70	10,43	8,53	6,94	5,68	4,68	3,97	3,65	3,62	3,85	4,23	4,92	5,89	7,27	8,84	11,00	13,20	15,81	18,85	22,00	25,73	29,68	34,74
    25 	b.205_BW4-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:38:02 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,20	-7,56	-30,47	31,39	256,07	0,00	0,00	0,00	0,00	16,63	17,88	18,83	19,88	21,07	22,30	22,66	21,95	20,69	19,22	17,29	14,87	12,39	10,03	8,05	6,37	5,04	3,98	3,24	2,90	2,86	3,13	3,55	4,32	5,38	6,87	8,54	10,79	13,09	15,79	18,89	22,10	25,88	29,86	34,94
    26 	b.206_BW4-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:38:13 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,14	-6,90	-28,83	29,65	256,54	0,00	0,00	0,00	0,00	16,49	17,74	18,74	19,82	21,02	22,29	22,67	22,01	20,76	19,31	17,40	15,05	12,67	10,38	8,50	6,95	5,68	4,68	4,00	3,69	3,65	3,87	4,26	4,91	5,91	7,25	8,91	10,88	13,16	15,72	18,67	21,79	25,53	29,49	34,51
    26 	b.206_BW4-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:38:13 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,16	-7,47	-30,35	31,26	256,17	0,00	0,00	0,00	0,00	16,54	17,73	18,69	19,76	20,97	22,22	22,56	21,87	20,57	19,09	17,18	14,80	12,35	9,98	8,02	6,39	5,04	3,98	3,27	2,93	2,90	3,15	3,58	4,30	5,40	6,84	8,61	10,67	13,05	15,69	18,70	21,89	25,67	29,66	34,69
    27 	b.207_BW4-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:38:24 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,24	-6,96	-28,54	29,38	256,30	0,00	0,00	0,00	0,00	16,10	17,47	18,63	19,71	20,93	22,18	22,63	21,97	20,79	19,37	17,44	15,11	12,69	10,41	8,56	6,98	5,74	4,75	4,04	3,76	3,71	3,96	4,35	5,01	6,00	7,34	8,99	10,96	13,31	15,90	18,90	22,07	25,87	29,86	35,02
    27 	b.207_BW4-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:38:24 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,20	-7,51	-30,07	31,00	255,98	0,00	0,00	0,00	0,00	16,15	17,44	18,55	19,62	20,84	22,07	22,49	21,79	20,57	19,12	17,20	14,83	12,35	9,99	8,04	6,38	5,06	4,03	3,29	2,99	2,94	3,22	3,67	4,40	5,48	6,93	8,68	10,73	13,18	15,86	18,92	22,15	25,99	30,01	35,19
    28 	b.208_BW5-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:39:05 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,38	2,76	-35,43	35,53	274,45	0,00	0,00	0,00	0,00	10,73	12,21	14,97	20,04	25,41	27,65	26,58	23,82	20,49	17,25	14,49	11,95	9,80	8,00	6,84	5,95	5,07	4,30	3,94	4,00	4,04	3,90	3,71	3,89	4,79	6,94	10,99	17,63	26,56	36,44	46,41	54,44	61,56	67,52	73,20
    28 	b.208_BW5-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:39:05 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,32	2,67	-37,08	37,18	274,12	0,00	0,00	0,00	0,00	10,77	12,19	14,93	19,99	25,35	27,58	26,46	23,68	20,30	17,01	14,26	11,68	9,47	7,59	6,35	5,38	4,43	3,60	3,21	3,25	3,28	3,17	3,04	3,31	4,31	6,60	10,79	17,54	26,59	36,59	46,65	54,75	61,92	67,93	73,61
    29 	b.209_BW5-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:39:17 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,13	2,47	-35,37	35,45	273,99	0,00	0,00	0,00	0,00	11,22	12,73	15,52	20,71	26,10	28,39	27,35	24,60	21,16	17,98	15,11	12,49	10,29	8,37	7,19	6,27	5,33	4,55	4,16	4,22	4,27	4,12	3,91	4,10	5,02	7,27	11,47	18,44	27,58	37,66	47,68	55,66	62,77	68,68	74,32
    29 	b.209_BW5-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:39:17 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,10	2,38	-37,01	37,09	273,69	0,00	0,00	0,00	0,00	11,30	12,75	15,51	20,68	26,06	28,34	27,27	24,49	21,00	17,77	14,90	12,23	9,96	7,96	6,69	5,69	4,68	3,85	3,43	3,47	3,51	3,40	3,24	3,52	4,54	6,93	11,28	18,37	27,63	37,82	47,92	55,97	63,13	69,08	74,71
    30 	b.210_BW5-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:39:29 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,19	2,03	-34,77	34,83	273,35	0,00	0,00	0,00	0,00	11,06	12,55	15,35	20,38	25,70	28,01	27,04	24,36	21,01	17,91	15,12	12,53	10,32	8,46	7,28	6,34	5,41	4,61	4,24	4,28	4,34	4,15	3,94	4,13	5,02	7,25	11,31	18,12	27,11	37,02	46,88	54,70	61,55	67,26	72,69
    30 	b.210_BW5-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:39:29 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,14	1,97	-36,40	36,46	273,09	0,00	0,00	0,00	0,00	11,11	12,54	15,31	20,32	25,64	27,93	26,93	24,21	20,82	17,66	14,88	12,25	9,97	8,03	6,77	5,75	4,75	3,91	3,49	3,52	3,59	3,43	3,27	3,54	4,54	6,91	11,11	18,04	27,15	37,18	47,12	55,01	61,92	67,66	73,10
